full_text,positive_score,negative_score,booster_score,negation_score,policy_score,confidence,suggestion,need_review,positive_words,negative_words,booster_words,negation_words,policy_words,final_label
alokasikan dana subsidi tsb salah satunya untuk pso angkutan umum seperti krl krd jabodetabek kelas ekonomi ppkrl,4.0,2.0,0,0,2,0.8782,positive,False,"dana, subsidi, umum, seperti","salah, kelas",,,"subsidi, ekonomi",
sore ini pemerintah akan gelar sidang isbat untuk menentukan awal bulan puasa,5.0,2.0,0,0,0,1.0,positive,False,"gelar, sidang, isbat, menentukan, awal","bulan, puasa",,,,
presiden minta menteri antisipasi demo tangerang,3.0,1.0,0,0,2,0.9567,positive,False,"presiden, minta, antisipasi",demo,,,"presiden, menteri",
di hi sedang ada demo dari act aksi cepat tanggap jktinfo,5.0,2.0,0,0,0,1.0,positive,False,"hi, ada, aksi, cepat, tanggap","demo, dari",,,,
topik bbm rt ekonomi pemerintah kaji pembatasan bbm subsidi trafjak,2.0,0.0,0,0,4,0.88,positive,False,"kaji, subsidi",,,,"bbm, ekonomi, bbm, subsidi",
hujan demo isilahtitiktitik,1.0,1.0,0,0,0,0.6167,neutral,True,hujan,demo,,,,
angkutan massal di dki bebas pajak semoga fasiltas dan pelayanan semakin baik,4.5,1.5,1,0,1,1.0,positive,False,"bebas, pelayanan, semakin, baik",pajak,semakin,,pajak,
topik bbm rt pemerintah kaji pembatasan bbm subsidi trafjak,2.0,0.0,0,0,3,0.8656,positive,False,"kaji, subsidi",,,,"bbm, bbm, subsidi",
warung sederhana sate kambing dan tongseng favorit presiden jktkul,3.0,1.0,0,0,1,0.8811,positive,False,"sederhana, favorit, presiden",kambing,,,presiden,
demo di sepanjang jalan sudirman,0.0,1.0,0,0,0,0.65,negative,False,,demo,,,,
sesuaikan gaya mengemudi untuk menghemat bbm,0.0,0.0,0,0,1,0.47,neutral,True,,,,,bbm,
jktlalin transjakarta rute ragunan monas smntra tidak dioperasikan karena ada kegiatan demo di jl medan merdeka barat via blutransjakarta,3.0,2.0,0,1,0,0.6458,positive,True,"rute, ada, kegiatan","karena, demo",,tidak,,
topik bbm rt pemerintah enggan subsidi bbm krna penggunanya relatif mampu mending subsidi diberikan ut trafjak,5.0,1.0,0,0,4,1.0,positive,False,"subsidi, mampu, mending, subsidi, diberikan",enggan,,,"bbm, subsidi, bbm, subsidi",
hemat bbm dengan gaya mengemudi,1.0,0.0,0,0,1,0.67,positive,False,hemat,,,,bbm,
memulakan tugas secara rasmi sebagai menteri kewangan semalam,0.0,2.0,0,0,1,0.8325,negative,False,,"tugas, sebagai",,,menteri,
daftar nilai kurs sebagai dasar pelunasan bea masuk ppn ppnbm pajak ekspor dan pph berlaku april,2.0,3.0,0,0,2,0.7181,negative,False,"daftar, nilai","sebagai, masuk, pajak",,,"ppn, pajak",
ini alasan pemerintah tak cabut seluruhnya subsidi bbm untuk orang kaya via,3.0,2.0,0,1,2,0.7242,positive,False,"cabut, subsidi, kaya","alasan, seluruhnya",,tak,"subsidi, bbm",
bbm naik wong cilik makin lemah news jurnal parlemen via cc,3.5,1.5,1,0,1,0.9136,positive,False,"naik, makin, lemah",parlemen,makin,,bbm,
pdip ajak fraksi lain tolak bbm naik via,2.0,2.0,0,0,1,0.595,neutral,True,"ajak, naik","lain, tolak",,,bbm,
gaji rp juta bulan bebas pajak harus mulai tahun ini,3.0,3.0,0,0,1,0.62,neutral,True,"juta, bebas, mulai","bulan, pajak, harus",,,pajak,
ada demo di depan sevel matraman jktdemo,1.0,1.0,0,0,0,0.5214,neutral,True,ada,demo,,,,
hey kawula muda ikutan event asik yok lomba fotografi mata jakarta membaca raih total jutaan rupiah info,5.0,3.0,0,0,1,0.8876,positive,False,"muda, ikutan, asik, membaca, raih","kawula, mata, info",,,rupiah,
pemerintah mmg punya peranan yang besardankuat tetapi mereka hanya segelintir orang kita sebagai penduduk jgn diam saja dan nunggu tindakan mereka,4.0,4.0,0,0,0,0.5452,neutral,True,"punya, diam, nunggu, tindakan","yang, hanya, sebagai, saja",,,,
tapi tenang saja dosanya tetep buat pemerintah yang zhalim,2.0,2.0,0,0,0,0.5611,neutral,True,"tenang, buat","saja, yang",,,,
sampai pada mei ia diangkat menjadi wakil pm dalam kabinet sukiman suwirjo jkthistory,2.0,2.0,0,0,1,0.5469,neutral,True,"sampai, dalam","pada, kabinet",,,kabinet,
pertamina dinilai institusi paling korupsi,0.5,1.5,1,0,1,0.75,negative,False,,korupsi,paling,,korupsi,
ayo di add pin bingo bed klik link ini untuk info demo order,1.0,3.0,0,0,0,0.8269,negative,False,ayo,"klik, info, demo",,,,
pemerintah batalkan rencana pembatasan bbm bersubsidi,2.0,0.0,0,0,1,0.8533,positive,False,"rencana, bersubsidi",,,,bbm,
mei mahasiswa mulai mendatangi gd mpr dpr ri senayan mereka berkomitmen u menurunkan suharto dari kursi kepresidenan jkthistory,1.0,2.0,0,0,3,0.7017,negative,False,mulai,"menurunkan, dari",,,"mahasiswa, mpr, dpr",
stiker elektronik untuk pembatasan bbm,0.0,0.0,0,0,1,0.47,neutral,True,,,,,bbm,
depan dpr macetnya tidak ketolongan udeh setengah jam masih di sini sini saja jktlalin,0.0,3.0,0,1,1,0.9536,negative,False,,"udeh, setengah, saja",,tidak,dpr,
utang pemerintah per april untuk mendanai pembangunan sudah mencapai rp triliun,1.0,1.0,0,0,0,0.4955,neutral,True,sudah,utang,,,,
bpjs bidang kesehatan bisa dilaksanakan januari jakarta prlm pemerintah optimistis dapat melaksanakan,2.0,1.0,0,0,1,0.6825,positive,False,"kesehatan, dapat",melaksanakan,,,bpjs,
di bus aqua mijon pulpy yang haus yang haus ditmpt demo gir motor batu kali molotov yang rusuh yang rusuh jktketawa,3.0,7.0,0,0,0,1.0,negative,False,"batu, rusuh, rusuh","yang, haus, yang, haus, demo, yang, yang",,,,
ada usulan supaya pemerintah membeli garam petani dg harga rp per kg saya yakin ini akan jadi sumber korupsi,5.0,3.0,0,0,1,0.8753,positive,False,"ada, membeli, harga, yakin, jadi","supaya, saya, korupsi",,,korupsi,
menteri inggris ini shalat berjamaah di aceh banda aceh nu onlinementeri tanpa portfolio di kabinet inggris b,1.0,2.0,0,0,2,0.6841,negative,False,shalat,"tanpa, kabinet",,,"menteri, kabinet",
pemerintah siapkan rp miliar untuk subsidi tv digital via,1.0,0.0,0,0,1,0.6478,positive,True,subsidi,,,,subsidi,
bansos petani pemerintah siapkan anggaran rp triliun,0.0,0.0,0,0,2,0.49,neutral,True,,,,,"bansos, anggaran",
apa seskab yang bukan anggota kabinet bisa tegur menteri tgl maret menkumham dijabat baharuddin lopa boss ingat,3.0,3.0,0,1,2,0.5582,neutral,True,"anggota, tegur, ingat","apa, yang, kabinet",,bukan,"kabinet, menteri",
kurir pembagi uang korupsi bansos kota bandung terungkap infobdg,0.0,4.0,0,0,2,1.0,negative,False,,"korupsi, kota, bandung, terungkap",,,"korupsi, bansos",
mobil dinas dpr dipasangi stiker tak pakai bbm subsidi,2.0,0.0,0,1,3,0.8456,positive,False,"mobil, subsidi",,,tak,"dpr, bbm, subsidi",
dukung perfilman indonesia pemerintah siapkan dana rp miliar,2.0,0.0,0,0,0,0.8125,positive,False,"dukung, dana",,,,,
apa komentar anda tentang pegawai pajak yang memiliki rekening puluhan milyar rupiah,2.0,4.0,0,0,2,0.915,negative,False,"tentang, pegawai","apa, anda, pajak, yang",,,"pajak, rupiah",
yang mau ke pasar minggu jgn lewat unas ya lagi ada demo sampe blokir jalan wib jktinfo,4.0,4.0,0,0,0,0.5676,neutral,True,"mau, lewat, ya, ada","yang, lagi, demo, blokir",,,,
sekjen dpr minta finger print segera direalisasikan untuk cegah anggota dewan yang sering bolos,4.0,4.0,0,0,1,0.6129,neutral,True,"minta, segera, cegah, sering","anggota, dewan, yang, bolos",,,dpr,
pakai bingo waterproof bag untuk kamu yang suka bbm an sambil mandi dan berenang maupun foto underwater,2.0,1.0,0,0,1,0.6641,positive,False,"suka, foto",yang,,,bbm,
jktlalin imbas unras di dpr ri lajur tidak bisa dilintasi kendaraan hanya lajur busway yang bisa dilintasi,0.0,3.0,0,1,1,0.9441,negative,False,,"imbas, hanya, yang",,tidak,dpr,
jktdemo ribuan guru honorer demo di depan istana merdeka via,1.0,1.0,0,0,0,0.5,neutral,True,guru,demo,,,,
orang munafik itu akan bilang bahwa menjadi presiden dan menteri itu mengabdi negara padahal ya bekerja cari duit spt biasa munak,4.0,5.0,0,0,3,0.7671,negative,False,"presiden, ya, bekerja, biasa","munafik, itu, itu, mengabdi, cari",,,"presiden, menteri, negara",
pemerintah pengusaha dan buruh capai kesepakatan akur ya,3.0,0.0,0,0,0,0.9937,positive,False,"capai, kesepakatan, ya",,,,,
wow rt bnyk pmadam kbakaran d pom bensin jl pemuda jaktim katanya ada ancaman dari warga yang dgusur mo bakar pom ampun deh,5.0,4.0,0,0,0,0.6978,positive,False,"wow, pemuda, ada, bakar, ampun","katanya, ancaman, dari, yang",,,,
pakai bingo waterproof bag untuk kamu yang suka bbm an sambil mandi dan berenang maupun foto underwater,2.0,1.0,0,0,1,0.6641,positive,False,"suka, foto",yang,,,bbm,
hehehe rt sby peringatkan pegawai pajak jangan korupsi via,2.0,1.0,0,1,2,0.7033,positive,False,"pegawai, korupsi",pajak,,jangan,"pajak, korupsi",
hoam rt rt esdm mulai besok pns tak boleh lagi beli bensin subsidi via,3.0,2.0,0,1,1,0.6893,positive,False,"mulai, beli, subsidi","boleh, lagi",,tak,subsidi,
arus lalin depan gedung dpr mpr dari senayan menuju slipi terpantau padat merayap,1.0,3.0,0,0,2,0.8669,negative,False,padat,"dari, menuju, merayap",,,"dpr, mpr",
info unras unjuk rasa kamis oktober istana negara s d gedung dpr mpr s d,0.0,3.0,0,0,3,1.0,negative,False,,"info, unjuk, rasa",,,"negara, dpr, mpr",
april bukan cuma tarif bbm yang akan naik tarif listrik juga loh,2.0,1.0,0,1,1,0.6625,positive,False,"cuma, naik",yang,,bukan,bbm,
hindari dpr mpr istana negara bundaran hi sekitar massa akan demo hari ini,1.0,1.0,0,0,3,0.5485,neutral,True,hi,demo,,,"dpr, mpr, negara",
berita nurdin tampubolon cpo produk indonesia untuk kebutuhan dunia jakarta berita anggota mpr dpr,3.0,3.0,0,0,2,0.5971,neutral,True,"produk, kebutuhan, dunia","berita, berita, anggota",,,"mpr, dpr",
kenaikan bbm akan diumumkan maret satu hari sebelum jadwal pemberlakuan harga baru april,2.0,0.0,0,0,1,0.8085,positive,False,"satu, harga",,,,bbm,
maret pemerintah akan bangun rumah susun sewa di bantaran kali ciliwung rp rb bln,1.0,0.0,0,0,0,0.6179,positive,True,rumah,,,,,
jln dari arah gmbir menuju tugu tani macet total begitu juga arah sebaliknya dikarenakan ada demo jktlalin,3.0,3.0,0,0,0,0.5382,neutral,True,"arah, arah, ada","dari, menuju, demo",,,,
demo bus transjakarta tetap beroperasi seperti biasa,4.0,1.0,0,0,0,1.0,positive,False,"tetap, beroperasi, seperti, biasa",demo,,,,
siap rt pasukan merah dari arah matraman entah menuju kemana yang pasti siap demo jktpic jktdemo,5.0,6.0,0,0,0,0.7719,negative,False,"siap, merah, arah, pasti, siap","pasukan, dari, entah, menuju, yang, demo",,,,
kwik kian gie indonesia kaya sdm harga bbm di indonesia bs rp jk dikelola dg benar di nasionalisasi celotehjkt,4.0,0.0,0,0,1,1.0,positive,False,"kaya, harga, dikelola, benar",,,,bbm,
beginikah fungsi dari kursi juta di ruang rapat dpr miris celotehjkt,2.0,3.0,0,0,1,0.7336,negative,False,"juta, rapat","dari, ruang, miris",,,dpr,
naik jadi rp anggota dpr masih keluhkan jajanan rapat yang itu saja,3.0,4.0,0,0,1,0.7658,negative,False,"naik, jadi, rapat","anggota, yang, itu, saja",,,dpr,
demo pkbn di depan kementerian hukum dan ham ri kuningan jktlalin jktdemo,1.0,1.0,0,0,0,0.4917,neutral,True,hukum,demo,,,,
trik irit bensin stamina untuk riders jktketawa,2.0,0.0,0,0,0,0.8214,positive,False,"irit, stamina",,,,,
cabut rt info nih di dpn dpr aksi demonya udah selese jalanan lancar trmsk tol dalkot juga lancar banget jktlalin,4.5,3.5,1,0,1,0.75,positive,False,"aksi, lancar, lancar, banget","cabut, info, jalanan",banget,,dpr,
jktdemo rt demo besar di depan kejaksaan agung ri blok m,2.0,1.0,0,0,0,0.6682,positive,False,"besar, agung",demo,,,,
pemprov dki jkt akhirnya batalkan pajak bagi usaha warteg yang miliki omset penjualan di bawah rp jt thn,2.0,2.0,0,0,1,0.5256,neutral,True,"bagi, usaha","pajak, yang",,,pajak,
ketua pdi perjuangan ikut demo tolak bbm via,0.0,4.0,0,0,1,1.0,negative,False,,"perjuangan, ikut, demo, tolak",,,bbm,
demo bbm pengunjuk rasa terlibat aksi dorong di depan dpr,2.0,2.0,0,0,2,0.59,neutral,True,"terlibat, aksi","demo, rasa",,,"bbm, dpr",
mulai november harga pertamax naik seratus rupiah,3.0,0.0,0,0,1,1.0,positive,False,"mulai, harga, naik",,,,rupiah,
saya setuju subsidi bbm dikurangi yang tidak setuju berhak demo a n demokrasi cont,2.0,4.0,0,1,2,0.8771,negative,False,"setuju, subsidi","saya, yang, setuju, demo",,tidak,"subsidi, bbm",
menteri udah pada mulai melewati jalur puncak hindari jalan tersebut sampai batas waktu yang tidak ditentukan jktlalin,4.0,4.0,0,1,1,0.5676,neutral,True,"mulai, melewati, puncak, sampai","pada, jalur, batas, yang",,tidak,menteri,
terdekat di gandaria dkt taman puring rt nanya dong pom bensin daerah blok m itu dimana ya mohon bantuannya,4.0,2.0,0,0,0,0.8289,positive,False,"terdekat, taman, ya, mohon","nanya, itu",,,,
ma anggarkan mebel yang tidak mewah sebesar rp m kok jadi ikut an ky dpr celotehjkt,1.0,3.0,0,1,1,0.8125,negative,False,jadi,"yang, mewah, ikut",,tidak,dpr,
kasus korupsi di dunia pendidikan dengan modus penyimpangan anggran rugikan negara rp miliar,1.0,3.0,0,0,2,0.8669,negative,False,dunia,"korupsi, modus, penyimpangan",,,"korupsi, negara",
topik bbm rt salah makna subsidi bbm trafjak,2.0,1.0,0,0,3,0.7537,positive,False,"makna, subsidi",salah,,,"bbm, subsidi, bbm",
mobil dinas pemerintah diwajibkan pakai bbg,1.0,0.0,0,0,0,0.6417,positive,True,mobil,,,,,
saatnya jktmusic dimainkan ayo share link demo kamu cc,1.0,1.0,0,0,0,0.5056,neutral,True,ayo,demo,,,,
lagi ada keramaian di depan istana negara demo kayaknya yang pasti sih bikin macet jktlalin,2.0,4.0,0,0,1,0.87,negative,False,"ada, pasti","lagi, demo, kayaknya, yang",,,negara,
tahun baru imlek mulai jadi libur nasional melalui kepres no tahun oleh mantan presiden megawati soekarnoputri jktimlek,5.0,1.0,0,0,1,1.0,positive,False,"mulai, jadi, libur, melalui, presiden",mantan,,,presiden,
antusias warga terhadap e ktp sangat rendah ayo bantu program pemerintah untuk indonesia yang lebih baik celotehjkt,7.0,3.0,2,0,0,1.0,positive,False,"antusias, sangat, ayo, bantu, lebih, baik","rendah, yang","sangat, lebih",,,
pajak hiburan harus ditingkatkan siap siap hrg tiket konser makin mahal celotehjkt,5.5,2.5,1,0,1,1.0,positive,False,"ditingkatkan, siap, siap, makin, mahal","pajak, harus",makin,,pajak,
demo rt ada apa sih didepan gedung mpr dpr jalannya ditutup semua dialihin alhasil senayan padat merayap,2.0,4.0,0,0,2,0.8782,negative,False,"ada, padat","demo, apa, semua, merayap",,,"mpr, dpr",
btw ada yang tao tidak pom bensin daerah sudirman thamrin sudah tiris banget nih,4.5,1.5,1,1,0,1.0,positive,False,"ada, sudah, tiris, banget",yang,banget,tidak,,
persiapan pembatasan bbm bersubsidi masih belum matang makin yakin kalo april mop,4.5,1.5,1,1,1,1.0,positive,False,"persiapan, bersubsidi, makin, yakin",matang,makin,belum,bbm,
demo di dpn dpr rt pemandangan dari lt menara jamsostek arah tomang macet apa ya jktlalin,3.0,3.0,0,0,1,0.5637,neutral,True,"pemandangan, arah, ya","demo, dari, apa",,,dpr,
mati gaya rt tadi ada orang demo di sarinah pake baju merah tahun baru kok demo _,4.0,2.0,0,0,0,0.8438,positive,False,"mati, ada, baju, merah","demo, demo",,,,
depan mpr dpr lalin terpantau ramai lancar arah sebaliknya lancar dan tetap berhati hati,6.0,0.0,0,0,2,1.0,positive,False,"ramai, lancar, arah, lancar, tetap, hati",,,,"mpr, dpr",
situasi lalin di semanggi terpantau padat imbas kegiatan unras di depan mpr dpr tetap bersabar dan berhati hati,4.0,1.0,0,0,2,1.0,positive,False,"padat, kegiatan, tetap, hati",imbas,,,"mpr, dpr",
rt padat merayap kec kamu jam tersendatnya kendaraan perlahan menyaksikan unjuk rasa di dpr mpr di tol,2.0,3.0,0,0,2,0.7135,negative,False,"padat, menyaksikan","merayap, unjuk, rasa",,,"dpr, mpr",
situasi lalin di depan mpr dpr terpantau padat di karenakan adanya massa unras agar menghindari jln tsb,1.0,2.0,0,0,2,0.6841,negative,False,padat,"agar, menghindari",,,"mpr, dpr",
lima demo warnai jakarta dan sekitarnya via,0.0,1.0,0,0,0,0.6357,negative,True,,demo,,,,
mrsa kreatif en pgn jutaan rupiah join indigofellowship cont,2.0,0.0,0,0,1,0.8256,positive,False,"kreatif, join",,,,rupiah,
motorplus hal hg terbukti bikin irit bensin untuk motor,2.0,0.0,0,0,0,0.8056,positive,False,"terbukti, irit",,,,,
rtrtrt ada bbm official versi terbaru,2.0,0.0,0,0,1,0.8533,positive,False,"ada, terbaru",,,,bbm,
rt depan mpr dpr lalin terpantau ramai lancar arah sebaliknya lancar dan tetap berhati hati trafjak,6.0,0.0,0,0,2,1.0,positive,False,"ramai, lancar, arah, lancar, tetap, hati",,,,"mpr, dpr",
speedytrek indienation bisa daftar hari ini di eleven teluk betung jkt pkl bawa demo lagu mu,3.0,2.0,0,0,0,0.6781,positive,False,"daftar, bawa, lagu","betung, demo",,,,
tweet toldalkot mgkn efek demo di dpn mpr pakai satu jalur trafjak,2.0,2.0,0,0,1,0.5533,neutral,True,"efek, satu","demo, jalur",,,mpr,
rt sekitar orang melakukan aksi unjuk rasa di dpn gd dpr mpr ri arus lalu lintas tersendat arah slipi,4.0,2.0,0,0,2,0.8689,positive,False,"aksi, lalu, tersendat, arah","unjuk, rasa",,,"dpr, mpr",
jangan mba banyak dosanya rt gdg mpr saja,1.0,1.0,0,1,1,0.5125,neutral,True,banyak,saja,,jangan,mpr,
hindari pengadilan negri jaksel sidang susno ada demo,2.0,1.0,0,0,0,0.6937,positive,False,"sidang, ada",demo,,,,
pengadaan mesin sidik jari untuk dpr milyar dipasaran hargaya rp jutaan,0.0,1.0,0,0,1,0.6427,negative,True,,jari,,,dpr,
tahun tidak ada kenaikin harga bbm bersubdisi,1.0,1.0,0,1,1,0.5214,neutral,True,harga,ada,,tidak,bbm,
info dong pliss pom bensin sekitaran sudirman thamrin yang menerima pembayaran pake credit card dimana ya,2.0,2.0,0,0,0,0.5125,neutral,True,"menerima, ya","info, yang",,,,
hmm ada tidak sih fatwa ini rt mestinya mui keluarin fatwa haram buat korupsi karena korupsi nyengsarain orgjktvoice,2.0,4.0,0,1,2,0.8533,negative,False,"ada, buat","haram, korupsi, karena, korupsi",,tidak,"korupsi, korupsi",
jktinfo tweeps kantor pajak buka sampe jam berapa sih kalo hari jumat,2.0,1.0,0,0,1,0.6825,positive,False,"buka, jumat",pajak,,,pajak,
jktinfo mohon informasi hari ini ada demo dimana ya tugaskampus,4.0,1.0,0,0,0,1.0,positive,False,"mohon, informasi, ada, ya",demo,,,,
menteri koordinator perekonomian hatta rajasa menjelaskan pada januari ini pemerintah akan membagikan beras untuk rakyat miskin,1.0,2.0,0,0,1,0.6669,negative,False,koordinator,"pada, miskin",,,menteri,
ma pakistan ancam pecat pm gilani jika tak selidiki dugaan korupsi presiden zardari zardari islamabad,1.0,4.0,0,1,2,1.0,negative,False,presiden,"ancam, pecat, dugaan, korupsi",,tak,"korupsi, presiden",
kamar dagang dan industri lebih setuju adanya langkah menaikkan harga bbm secara bertahap ketimbang pembatasan bbm subsidi,5.5,0.5,1,0,3,1.0,positive,False,"lebih, setuju, langkah, harga, subsidi",,lebih,,"bbm, bbm, subsidi",
seskab presiden tidak tebang pilih dalam berantas korupsi,2.0,2.0,0,1,2,0.595,neutral,True,"presiden, dalam","pilih, korupsi",,tidak,"presiden, korupsi",
topik bbm rt pembatasan bbm subsidi bakal naikkan inflasi trafjak,2.0,1.0,0,0,4,0.755,positive,False,"subsidi, naikkan",inflasi,,,"bbm, bbm, subsidi, inflasi",
